Campaign_ID,Platform,Ad_Spend,Impressions,Clicks,Conversions,Revenue,Region,Age_Group,Start_Date,End_Date,Campaign_Type,Targeted_Location,CTR,Conversion_Rate,ROI,Content Production (45%),Distribution (35%),Analytics (20%)
850,Facebook,17593,295813,5515,517,2545,Asia,25-34,9/30/23,10/12/23,Conversion,Shanghai,1.86%,9%,-86%,5574.61738,6671.752809,5346.629811
851,Facebook,9107,747968,40414,1002,27599,North America,55+,1/8/23,1/22/23,Awareness,Los Angeles,5.40%,2%,203%,3187.471053,5178.892737,740.6362104
852,TikTok,1038,304350,33229,901,7685,Asia,55+,6/29/23,7/2/23,Awareness,Mumbai,10.92%,3%,640%,316.7581314,587.6444912,133.5973774
853,Twitter,16783,347354,48228,1365,96761,North America,55+,5/13/23,5/25/23,Conversion,Chicago,13.88%,3%,477%,7951.239278,5079.676389,3752.084333
854,Facebook,15251,645777,7301,1770,48959,North America,25-34,1/19/23,2/3/23,Awareness,Los Angeles,1.13%,24%,221%,3880.415807,5598.216492,5772.367701
855,LinkedIn,10785,545048,1460,1203,48798,Europe,35-44,12/4/23,12/19/23,Awareness,London,0.27%,82%,352%,3032.459902,3643.721974,4108.818123
856,TikTok,4357,122156,34274,1414,94288,North America,45-54,2/24/23,3/9/23,Awareness,Toronto,28.06%,4%,2064%,1654.340452,2521.106497,181.5530512
857,Twitter,17017,437563,49861,870,32897,Africa,35-44,5/27/23,6/8/23,Awareness,Cairo,11.40%,2%,93%,8077.512675,8629.653131,309.8341946
858,TikTok,3032,739743,46357,1965,79149,South America,25-34,9/16/23,9/29/23,Lead Generation,Bogotá,6.27%,4%,2510%,1051.628335,1205.200894,775.1707711
859,TikTok,13236,969118,38759,680,62870,South America,18-24,6/20/23,6/22/23,Lead Generation,São Paulo,4.00%,2%,375%,3036.652315,4702.835431,5496.512254
860,Facebook,5975,876481,18516,1247,96863,Europe,18-24,6/3/23,7/2/23,Lead Generation,Berlin,2.11%,7%,1521%,2921.516582,3309.771099,-256.2876809
861,Instagram,3823,545191,23856,1152,60321,Africa,45-54,9/16/23,10/3/23,Lead Generation,Cairo,4.38%,5%,1478%,1619.103708,2019.34134,184.5549516
862,LinkedIn,5649,185098,46096,1192,71762,Asia,18-24,12/14/23,12/21/23,Lead Generation,Mumbai,24.90%,3%,1170%,2371.821802,1761.180916,1515.997281
863,TikTok,14539,609572,34340,769,51732,South America,18-24,2/9/23,3/1/23,Lead Generation,Buenos Aires,5.63%,2%,256%,5454.02891,5971.369176,3113.601914
864,LinkedIn,8158,950421,31366,1119,96411,South America,55+,12/19/23,1/14/24,Lead Generation,São Paulo,3.30%,4%,1082%,2722.178384,2476.626913,2959.194703
865,Facebook,13755,889164,39449,1945,49489,Asia,45-54,11/24/23,12/13/23,Lead Generation,Tokyo,4.44%,5%,260%,4825.80469,5625.258201,3303.937109
866,Facebook,4512,857492,1500,1580,78242,Africa,35-44,12/29/23,1/8/24,Conversion,Cape Town,0.17%,105%,1634%,1567.771434,2417.441586,526.7869801
867,Twitter,19780,869370,42936,254,44742,North America,25-34,12/4/23,12/24/23,Conversion,New York,4.94%,1%,126%,8570.736133,6978.17106,4231.092807
868,LinkedIn,16476,169021,19207,1830,60156,North America,35-44,1/22/23,1/23/23,Conversion,Toronto,11.36%,10%,265%,7482.748418,7574.410984,1418.840598
869,Instagram,630,294199,27493,599,3389,North America,45-54,4/12/23,4/13/23,Conversion,Toronto,9.35%,2%,438%,253.7103061,220.0658049,156.223889
870,Twitter,7163,356957,14998,1949,19029,North America,18-24,9/21/23,10/18/23,Conversion,Los Angeles,4.20%,13%,166%,2690.386439,3707.503595,765.1099658
871,LinkedIn,6523,714197,11226,1740,434,Asia,18-24,1/28/23,2/9/23,Awareness,Seoul,1.57%,15%,-93%,2244.015854,3329.619819,949.3643278
872,Facebook,13877,858016,16559,1269,80962,Africa,35-44,3/12/23,4/2/23,Lead Generation,Lagos,1.93%,8%,483%,4679.154411,6982.438996,2215.406593
873,Instagram,2223,9653,47532,28,8315,North America,45-54,5/8/23,6/3/23,Lead Generation,Los Angeles,492.41%,0%,274%,630.1801297,1307.554451,285.265419
874,Twitter,1119,206614,38224,1698,97109,Africa,25-34,5/28/23,6/27/23,Awareness,Lagos,18.50%,4%,8578%,500.3402113,432.3952786,186.2645101
875,LinkedIn,3919,645980,39043,1947,32651,Africa,55+,1/20/23,2/11/23,Lead Generation,Nairobi,6.04%,5%,733%,1521.501301,1394.061607,1003.437093
876,TikTok,16800,460908,36119,250,62563,North America,35-44,11/15/23,12/12/23,Conversion,New York,7.84%,1%,272%,3547.960057,9832.412609,3419.627334
877,Instagram,6351,235975,49166,839,21979,Europe,25-34,10/17/23,10/20/23,Awareness,Paris,20.84%,2%,246%,2122.595148,2846.933674,1381.471178
878,TikTok,16804,591839,28720,1317,11540,North America,55+,10/25/23,11/2/23,Conversion,Chicago,4.85%,5%,-31%,4394.485048,8700.301378,3709.213574
879,Facebook,15594,136687,6569,1022,50221,Europe,25-34,5/25/23,5/29/23,Lead Generation,London,4.81%,16%,222%,7537.082504,5779.004515,2277.912982
880,Facebook,16592,524987,76,1113,4433,North America,18-24,2/21/23,3/5/23,Awareness,Chicago,0.01%,1464%,-73%,4694.966382,9036.452474,2860.581144
881,Facebook,15759,848050,10033,1400,8627,Europe,45-54,2/23/23,3/17/23,Awareness,Berlin,1.18%,14%,-45%,5271.439929,8399.242934,2088.317138
882,Twitter,587,959263,37039,700,14392,South America,55+,7/30/23,8/16/23,Conversion,Bogotá,3.86%,2%,2352%,274.1852871,242.912489,69.90222387
883,Facebook,5764,767679,9758,1130,55576,Africa,45-54,4/29/23,5/4/23,Conversion,Nairobi,1.27%,12%,864%,2390.370991,3327.295317,46.33369219
884,TikTok,1963,410996,35131,784,26363,Africa,55+,10/11/23,10/19/23,Awareness,Nairobi,8.55%,2%,1243%,567.1910265,741.4769243,654.3320491
885,Facebook,13851,313047,11713,1080,49430,South America,18-24,4/20/23,5/18/23,Awareness,Buenos Aires,3.74%,9%,257%,2899.953423,7014.143644,3936.902933
886,Twitter,9584,149828,14419,967,61372,Europe,25-34,3/28/23,4/24/23,Awareness,Berlin,9.62%,7%,540%,1931.233879,4792.073615,2860.692506
887,Twitter,19995,427736,33897,1271,23936,Asia,25-34,6/23/23,7/3/23,Conversion,Mumbai,7.92%,4%,20%,8795.315307,9676.814541,1522.870152
888,LinkedIn,16554,682427,49175,65,80397,Europe,35-44,7/3/23,7/20/23,Conversion,Paris,7.21%,0%,386%,4522.364607,5096.306299,6935.329093
889,Facebook,2575,938020,42252,1308,55563,North America,25-34,8/11/23,8/24/23,Conversion,New York,4.50%,3%,2058%,566.2322071,940.8157965,1067.951996
890,Facebook,8477,127528,49413,266,17332,Europe,25-34,1/29/23,2/25/23,Lead Generation,Paris,38.75%,1%,104%,2663.996754,2881.365798,2931.637448
891,Instagram,8030,465258,3159,523,55231,North America,25-34,7/25/23,8/17/23,Awareness,Los Angeles,0.68%,17%,588%,1926.585461,2915.55439,3187.860149
892,Instagram,2290,42197,39696,785,58833,Asia,45-54,12/7/23,12/27/23,Conversion,Seoul,94.07%,2%,2469%,903.6333572,1349.69256,36.67408313
893,Instagram,12974,730370,15200,586,34897,North America,45-54,3/29/23,3/31/23,Conversion,Toronto,2.08%,4%,169%,4064.434492,6950.663096,1958.902412
894,TikTok,1597,389337,22271,858,58291,Europe,25-34,1/10/23,1/11/23,Conversion,Berlin,5.72%,4%,3550%,326.1840962,795.6698879,475.1460159
895,LinkedIn,1437,953200,20067,1797,66777,North America,25-34,8/28/23,9/20/23,Lead Generation,Los Angeles,2.11%,9%,4547%,473.1277366,526.2191264,437.653137
896,TikTok,10309,347353,5942,1713,82747,Africa,55+,2/9/23,2/18/23,Lead Generation,Nairobi,1.71%,29%,703%,4171.813943,4214.84054,1922.345517
897,Instagram,10825,429610,45860,612,18645,Europe,18-24,8/5/23,8/12/23,Awareness,Paris,10.67%,1%,72%,3903.087011,4339.910746,2582.002243
898,LinkedIn,11305,237581,2941,169,41662,Europe,35-44,11/18/23,12/3/23,Lead Generation,Madrid,1.24%,6%,269%,5245.035607,4529.119257,1530.845136
899,Instagram,2904,90479,26478,1981,96906,Europe,45-54,3/2/23,3/18/23,Conversion,London,29.26%,7%,3237%,1141.087316,1043.389984,719.5226996
900,Facebook,5950,348059,42718,550,29280,South America,35-44,9/18/23,10/2/23,Conversion,Bogotá,12.27%,1%,392%,1648.177058,3513.520867,788.3020743
901,TikTok,747,116272,6637,506,18314,Europe,55+,3/13/23,4/2/23,Conversion,Madrid,5.71%,8%,2352%,177.0620744,285.8913506,284.046575
902,Facebook,2003,255951,3209,1006,41027,Asia,45-54,12/7/23,12/15/23,Conversion,Tokyo,1.25%,31%,1948%,786.8380021,820.2767818,395.8852161
903,Facebook,17496,590765,28482,74,89100,Africa,25-34,1/1/23,1/9/23,Awareness,Nairobi,4.82%,0%,409%,5371.691411,10419.94173,1704.366855
904,LinkedIn,9989,244804,29198,677,44414,South America,45-54,10/9/23,11/6/23,Lead Generation,São Paulo,11.93%,2%,345%,2658.889443,4213.041751,3117.068805
905,Instagram,5132,549080,2450,628,99962,Europe,55+,2/19/23,3/11/23,Lead Generation,Madrid,0.45%,26%,1848%,1818.212643,2290.276181,1023.511177
906,TikTok,16876,424002,17513,151,28279,North America,45-54,11/7/23,11/29/23,Conversion,Toronto,4.13%,1%,68%,5640.625645,8060.574269,3174.800086
907,Facebook,7693,250192,8705,963,53756,North America,45-54,3/18/23,4/9/23,Awareness,Chicago,3.48%,11%,599%,3124.346943,4200.914441,367.7386164
908,TikTok,3049,340808,43295,1869,67647,Asia,35-44,8/1/23,8/25/23,Awareness,Tokyo,12.70%,4%,2119%,862.7006212,1668.620792,517.6785871
909,LinkedIn,19873,376547,47445,633,16636,Europe,18-24,1/27/23,1/30/23,Lead Generation,Madrid,12.60%,1%,-16%,4277.120126,9967.509022,5628.370853
910,Twitter,2192,408594,40662,555,84533,North America,18-24,7/23/23,8/15/23,Lead Generation,Chicago,9.95%,1%,3756%,918.724659,1015.444205,257.8311363
911,Twitter,18684,787830,28487,1853,72879,North America,35-44,12/19/23,1/15/24,Conversion,Chicago,3.62%,7%,290%,6560.189963,8150.149802,3973.660235
912,Instagram,5152,403222,11949,1715,60514,Europe,55+,2/4/23,2/10/23,Lead Generation,London,2.96%,14%,1075%,2127.147519,1888.071057,1136.781424
913,TikTok,9410,368941,46574,1604,90471,Asia,25-34,2/18/23,3/5/23,Conversion,Shanghai,12.62%,3%,861%,2692.018616,3420.773709,3297.207674
914,Twitter,12758,688305,31396,1676,25651,Europe,55+,2/12/23,2/15/23,Awareness,Berlin,4.56%,5%,101%,3815.875985,6442.632818,2499.491197
915,LinkedIn,2001,900704,20969,733,50619,Europe,18-24,10/27/23,11/7/23,Conversion,London,2.33%,3%,2430%,881.1016107,788.5920832,331.3063061
916,Twitter,7689,508663,43962,1886,16181,North America,45-54,7/22/23,7/30/23,Awareness,Toronto,8.64%,4%,110%,3652.637953,3043.402791,992.9592561
917,LinkedIn,3542,223713,33815,1121,6263,Africa,25-34,4/9/23,4/22/23,Awareness,Lagos,15.12%,3%,77%,1100.195694,1360.104269,1081.700037
918,TikTok,9292,113990,42676,1775,63179,Europe,45-54,5/7/23,5/23/23,Conversion,Berlin,37.44%,4%,580%,3910.194516,5410.523392,-28.71790801
919,TikTok,8115,513526,4606,361,60864,North America,35-44,2/3/23,2/26/23,Conversion,Toronto,0.90%,8%,650%,3276.589249,2737.270447,2101.140304
920,TikTok,8916,79628,21843,192,72556,Asia,18-24,8/17/23,9/5/23,Conversion,Mumbai,27.43%,1%,714%,1923.89321,5092.020704,1900.086085
921,Twitter,12407,953484,37832,621,19015,Asia,55+,1/16/23,2/6/23,Conversion,Shanghai,3.97%,2%,53%,5093.964768,6707.167988,605.8672442
922,TikTok,14059,876842,49571,891,6986,Europe,35-44,8/2/23,8/21/23,Lead Generation,Paris,5.65%,2%,-50%,3134.471951,7586.93858,3337.589469
923,TikTok,19961,776814,5095,1134,36692,Asia,25-34,11/5/23,11/12/23,Lead Generation,Tokyo,0.66%,22%,84%,4469.609593,10204.06726,5287.323143
924,Twitter,18276,415249,37085,95,78341,Europe,45-54,2/22/23,3/19/23,Lead Generation,London,8.93%,0%,329%,7216.703621,5784.236898,5275.059481
925,Facebook,11766,179825,15930,1890,40950,North America,18-24,12/28/23,1/27/24,Lead Generation,Toronto,8.86%,12%,248%,3635.191486,6584.196474,1546.61204
926,TikTok,7215,707237,40937,1543,39812,North America,25-34,6/9/23,6/11/23,Conversion,Chicago,5.79%,4%,452%,3228.709981,3381.082255,605.2077641
927,LinkedIn,4283,792769,26478,745,94792,North America,18-24,5/29/23,6/17/23,Lead Generation,New York,3.34%,3%,2113%,1054.360432,1341.329195,1887.310373
928,LinkedIn,1675,462898,39380,287,96182,Africa,25-34,6/6/23,6/24/23,Conversion,Cairo,8.51%,1%,5642%,783.3242832,627.6452969,264.03042
929,LinkedIn,16380,749514,7676,108,20546,South America,18-24,2/6/23,2/13/23,Lead Generation,Bogotá,1.02%,1%,25%,7638.800365,5821.303304,2919.896331
930,Instagram,19241,695970,31674,1393,32633,Asia,18-24,9/28/23,9/29/23,Conversion,Seoul,4.55%,4%,70%,8960.229979,8293.052216,1987.717804
931,LinkedIn,17712,740910,15724,529,20650,South America,45-54,1/25/23,2/9/23,Awareness,Lima,2.12%,3%,17%,7469.292871,5496.189814,4746.517316
932,Instagram,2206,573600,7391,949,57084,Asia,25-34,11/1/23,11/12/23,Conversion,Seoul,1.29%,13%,2488%,743.5909405,820.6043891,641.8046703
933,Twitter,18298,876686,29112,1942,15919,Europe,18-24,11/27/23,12/22/23,Lead Generation,Madrid,3.32%,7%,-13%,8003.876294,10559.37211,-265.2484072
934,TikTok,6370,341545,35933,1595,33908,Asia,35-44,12/13/23,1/12/24,Lead Generation,Tokyo,10.52%,4%,432%,2769.264939,2597.877334,1002.857726
935,Twitter,10904,380275,41647,175,11639,Asia,35-44,10/16/23,11/9/23,Awareness,Tokyo,10.95%,0%,7%,2312.36024,6099.656668,2491.983093
936,Twitter,18492,276373,14277,604,16439,North America,55+,6/23/23,7/19/23,Awareness,New York,5.17%,4%,-11%,4287.603599,6907.52632,7296.87008
937,TikTok,3811,518584,14416,682,64938,Asia,18-24,12/5/23,12/11/23,Awareness,Shanghai,2.78%,5%,1604%,910.7285177,2253.489056,646.782426
938,Instagram,11627,540031,32458,1521,26216,Africa,18-24,12/23/23,12/28/23,Lead Generation,Cairo,6.01%,5%,125%,4244.052986,4090.914377,3292.032637
939,LinkedIn,5873,133678,27134,1054,25450,North America,45-54,6/6/23,6/9/23,Conversion,Toronto,20.30%,4%,333%,2102.30622,3297.251914,473.4418662
940,LinkedIn,16350,614603,12401,1886,927,Europe,18-24,8/10/23,8/16/23,Conversion,Madrid,2.02%,15%,-94%,5469.898223,6287.683704,4592.418073
941,Twitter,13512,534462,32735,684,20830,Africa,45-54,5/17/23,6/5/23,Awareness,Nairobi,6.12%,2%,54%,5722.258653,7659.018854,130.7224935
942,Facebook,6058,768425,18541,370,7951,North America,55+,4/30/23,5/25/23,Awareness,Los Angeles,2.41%,2%,31%,2525.160754,3304.548683,228.2905631
943,Instagram,17908,305415,7131,1397,56275,Africa,35-44,12/22/23,12/25/23,Lead Generation,Nairobi,2.33%,20%,214%,7811.753366,7637.931208,2458.315426
944,Instagram,6286,861152,30691,161,91568,Africa,35-44,11/30/23,12/19/23,Conversion,Cairo,3.56%,1%,1357%,2933.159896,2457.687672,895.1524326
945,LinkedIn,9458,511613,33536,1678,44895,South America,55+,5/8/23,5/20/23,Conversion,Buenos Aires,6.55%,5%,375%,3283.702611,5566.754125,607.5432635
946,Facebook,2540,522655,47805,647,12031,Africa,18-24,5/16/23,6/10/23,Conversion,Cairo,9.15%,1%,374%,1076.775503,1390.755011,72.46948595
947,TikTok,6457,68486,28781,1952,26199,North America,55+,9/22/23,10/11/23,Lead Generation,Los Angeles,42.02%,7%,306%,1595.054486,1980.428092,2881.517422
948,Facebook,5965,816869,22871,176,42911,Asia,45-54,6/6/23,6/8/23,Conversion,Tokyo,2.80%,1%,619%,2787.349998,2975.515006,202.1349958
949,Twitter,8222,924421,23129,515,52508,South America,25-34,8/28/23,9/19/23,Lead Generation,Buenos Aires,2.50%,2%,539%,2196.704914,4727.900777,1297.394309
950,Twitter,12128,371911,35253,1193,66485,North America,25-34,7/15/23,8/12/23,Conversion,Toronto,9.48%,3%,448%,5575.652806,6540.796661,11.5505327
951,Facebook,11092,477476,43606,533,84491,Europe,45-54,5/29/23,6/28/23,Lead Generation,London,9.13%,1%,662%,2251.052699,4872.221613,3968.725688
952,Twitter,19440,927579,43936,126,84053,Europe,18-24,1/21/23,1/25/23,Conversion,Madrid,4.74%,0%,332%,6241.90216,8828.607935,4369.489905
953,Twitter,12078,867450,9479,1616,4099,North America,18-24,9/20/23,10/9/23,Conversion,Chicago,1.09%,17%,-66%,4269.9944,4325.623502,3482.382098
954,Twitter,1141,60287,28089,768,82571,North America,25-34,5/12/23,5/28/23,Awareness,Toronto,46.59%,3%,7137%,463.4142531,432.9299277,244.6558192
955,LinkedIn,13684,917943,31261,601,14711,Asia,25-34,4/30/23,5/9/23,Lead Generation,Shanghai,3.41%,2%,8%,2804.691564,5098.636351,5780.672085
956,Facebook,1167,315211,40947,1734,92855,South America,25-34,9/22/23,9/26/23,Lead Generation,São Paulo,12.99%,4%,7857%,540.7956255,637.8348223,-11.63044776
957,Facebook,13943,617419,1530,57,44182,North America,25-34,3/21/23,4/6/23,Lead Generation,Los Angeles,0.25%,4%,217%,5426.302808,5190.621265,3326.075927
958,TikTok,15025,839942,38807,917,90104,South America,45-54,5/28/23,6/5/23,Conversion,Lima,4.62%,2%,500%,4750.590132,6873.983683,3400.426185
959,TikTok,12815,665672,3962,549,4408,South America,18-24,12/21/23,12/30/23,Lead Generation,Lima,0.60%,14%,-66%,6008.588357,4202.246639,2604.165005
960,TikTok,11483,920257,12114,1150,2373,Asia,55+,4/24/23,5/4/23,Conversion,Seoul,1.32%,9%,-79%,5287.20881,5834.346053,361.445137
961,LinkedIn,12474,711814,27761,283,75529,South America,35-44,1/11/23,1/12/23,Conversion,São Paulo,3.90%,1%,505%,6182.507794,7448.790952,-1157.298746
962,Instagram,18132,637360,22859,323,94156,North America,18-24,11/27/23,12/5/23,Lead Generation,Los Angeles,3.59%,1%,419%,5110.790882,10855.2888,2165.920318
963,Instagram,18357,293593,9960,290,18654,South America,35-44,10/5/23,10/30/23,Conversion,Buenos Aires,3.39%,3%,2%,3884.546762,8801.756871,5670.696366
964,Instagram,17457,660263,16531,37,2276,North America,18-24,11/18/23,12/8/23,Conversion,Los Angeles,2.50%,0%,-87%,8204.728725,10375.73212,-1123.460843
965,Facebook,18372,44028,12511,1875,98279,Asia,18-24,9/25/23,10/11/23,Conversion,Seoul,28.42%,15%,435%,9117.209089,9760.390275,-505.5993638
966,Facebook,5699,289639,12017,791,67799,Africa,25-34,6/27/23,7/10/23,Lead Generation,Nairobi,4.15%,7%,1090%,2073.185318,1795.480019,1830.334662
967,LinkedIn,10337,348130,1240,614,58686,Asia,45-54,12/20/23,1/8/24,Awareness,Mumbai,0.36%,50%,468%,3122.409486,3531.552203,3683.038311
968,Twitter,6998,843410,17057,1143,85874,Africa,35-44,7/15/23,7/29/23,Conversion,Lagos,2.02%,7%,1127%,3252.174027,3661.996594,83.82937882
969,LinkedIn,12560,901355,15121,1280,44410,Europe,45-54,1/7/23,1/26/23,Awareness,Madrid,1.68%,8%,254%,5608.988074,5967.690158,983.3217688
970,Twitter,5626,251717,14667,848,45962,Africa,18-24,10/8/23,10/26/23,Conversion,Cape Town,5.83%,6%,717%,1302.570882,3082.474911,1240.954208
971,Twitter,4527,658757,45903,220,84384,South America,25-34,12/28/23,1/8/24,Awareness,Lima,6.97%,0%,1764%,1188.519104,1819.861309,1518.619587
972,Facebook,4866,430912,11767,437,30098,North America,35-44,1/7/23,1/9/23,Lead Generation,New York,2.73%,4%,519%,2259.694345,2790.852994,-184.547339
973,Instagram,19087,584437,43857,803,873,South America,25-34,4/6/23,4/20/23,Awareness,Buenos Aires,7.50%,2%,-95%,9160.997818,7728.292815,2197.709367
974,Twitter,9651,989560,3957,1244,8539,Africa,45-54,7/27/23,8/10/23,Conversion,Cairo,0.40%,31%,-12%,3244.229955,4647.172382,1759.597664
975,Facebook,8671,734850,35158,1910,63773,Asia,45-54,11/7/23,11/19/23,Conversion,Mumbai,4.78%,5%,635%,2043.445196,4944.815502,1682.739301
976,Facebook,4189,455197,33251,523,39128,Africa,45-54,4/9/23,4/17/23,Lead Generation,Lagos,7.30%,2%,834%,1221.75039,2333.370008,633.8796021
977,TikTok,13353,680809,34795,1789,85361,South America,55+,6/19/23,7/7/23,Conversion,Bogotá,5.11%,5%,539%,4437.349196,6676.524234,2239.12657
978,TikTok,678,569975,46658,1855,9710,North America,18-24,6/25/23,7/15/23,Lead Generation,Toronto,8.19%,4%,1332%,170.551194,213.9199352,293.5288708
979,Instagram,3914,341925,24257,1441,79960,Europe,25-34,11/23/23,12/1/23,Conversion,Madrid,7.09%,6%,1943%,916.6553677,2076.677012,920.6676208
980,TikTok,1638,859603,27119,337,18403,Europe,55+,4/18/23,5/4/23,Conversion,Madrid,3.15%,1%,1024%,679.6583117,926.2247863,32.116902
981,LinkedIn,4222,171392,8223,508,32316,South America,35-44,2/3/23,2/28/23,Conversion,Lima,4.80%,6%,665%,1003.773056,1900.946872,1317.280072
982,Instagram,5021,559489,4772,582,1172,South America,18-24,8/5/23,8/11/23,Lead Generation,Lima,0.85%,12%,-77%,2163.784414,2431.037733,426.1778535
983,TikTok,2779,484237,30346,215,52919,Europe,35-44,5/11/23,6/6/23,Lead Generation,Berlin,6.27%,1%,1804%,1382.095878,1292.686285,104.2178376
984,Twitter,17223,403382,20762,167,49514,Asia,55+,4/12/23,5/3/23,Awareness,Seoul,5.15%,1%,187%,3531.195728,6127.004098,7564.800174
985,LinkedIn,4055,713395,23207,388,59367,Asia,35-44,1/15/23,1/30/23,Lead Generation,Tokyo,3.25%,2%,1364%,1225.656961,2401.195941,428.1470973
986,Instagram,15036,516704,41088,975,63772,Asia,35-44,4/26/23,5/12/23,Conversion,Tokyo,7.95%,2%,324%,6339.094693,5223.195881,3473.709426
987,Twitter,18877,129223,28096,1202,59045,Europe,35-44,5/23/23,5/27/23,Conversion,London,21.74%,4%,213%,6506.504709,6722.83877,5647.656522
988,Instagram,1638,463038,549,1809,80801,Africa,45-54,3/30/23,4/16/23,Conversion,Nairobi,0.12%,330%,4833%,639.3877273,793.618731,204.9935417
989,Instagram,6994,809417,29658,673,76849,North America,35-44,2/27/23,3/15/23,Awareness,New York,3.66%,2%,999%,2708.991271,2984.188082,1300.820647
990,TikTok,2543,118094,15325,9,6342,South America,45-54,3/5/23,3/26/23,Lead Generation,Buenos Aires,12.98%,0%,149%,706.3789793,893.5235628,943.0974579
991,LinkedIn,12576,234555,9790,1649,41629,Europe,45-54,3/23/23,3/26/23,Conversion,Berlin,4.17%,17%,231%,5984.240002,5587.01964,1004.740359
992,Twitter,10929,460068,3062,1630,89211,Asia,45-54,12/11/23,12/26/23,Awareness,Shanghai,0.67%,53%,716%,2815.446976,3405.796439,4707.756585
993,Instagram,17247,853693,20175,696,93920,Europe,55+,11/13/23,11/25/23,Lead Generation,Berlin,2.36%,3%,445%,6820.706404,7271.518312,3154.775284
994,TikTok,7463,122975,8909,1241,58707,Africa,25-34,3/17/23,4/6/23,Awareness,Nairobi,7.24%,14%,687%,2065.194,2876.020669,2521.785331
995,Instagram,8224,814632,34465,94,11733,Africa,45-54,1/12/23,1/30/23,Lead Generation,Cairo,4.23%,0%,43%,3850.07028,2778.490212,1595.439508
996,Twitter,6981,163887,30783,1142,69093,Europe,25-34,8/20/23,9/19/23,Awareness,Paris,18.78%,4%,890%,3403.671516,2106.258628,1471.069856
997,LinkedIn,19381,414292,48055,1123,78647,Africa,55+,4/11/23,4/24/23,Awareness,Lagos,11.60%,2%,306%,5557.861568,10239.64288,3583.495552
998,LinkedIn,1427,657943,28742,600,29497,South America,18-24,6/11/23,6/14/23,Lead Generation,São Paulo,4.37%,2%,1967%,388.0072802,481.398324,557.5943958
999,Facebook,18789,597989,23270,884,64262,South America,35-44,5/8/23,5/9/23,Lead Generation,Bogotá,3.89%,4%,242%,5104.194228,9997.972688,3686.833084
1000,Facebook,966,692968,39852,481,25537,Asia,18-24,4/23/23,5/23/23,Conversion,Shanghai,5.75%,1%,2544%,233.9377248,475.9785303,256.0837449
